date,account,category,amount,currency,converted amount,currency,description
16/09/2015,Гривна,To 'Наличные',-500,UAH,-500,UAH,
16/09/2015,Наличные,From 'Гривна',500,UAH,500,UAH,
16/09/2015,Наличные,Жилье,-351,UAH,-351,UAH,
17/09/2015,Наличные,Gum,-10,UAH,-10,UAH,
17/09/2015,ПриватБанк,e-buy,-858,UAH,-858,UAH,
17/09/2015,Наличные,Кафе,-200,UAH,-200,UAH,
18/09/2015,Гривна,Зарплата,9 000,UAH,9 000,UAH,
18/09/2015,Гривна,Машина,-1 677,UAH,-1 677,UAH,
18/09/2015,Гривна,Топливо,-740,UAH,-740,UAH,
18/09/2015,Наличные,Стрижка,-70,UAH,-70,UAH,
18/09/2015,Наличные,Другое,-139,UAH,-139,UAH,
18/09/2015,Гривна,Жилье,-2 500,UAH,-2 500,UAH,
18/09/2015,Гривна,Бонус,17,UAH,17,UAH,
19/09/2015,Наличные,Кафе,-66,UAH,-66,UAH,
19/09/2015,Наличные,Другое,-50,UAH,-50,UAH,
19/09/2015,Наличные,Кафе,-310,UAH,-310,UAH,
19/09/2015,Гривна,To 'Наличные',-400,UAH,-400,UAH,
19/09/2015,Наличные,From 'Гривна',400,UAH,400,UAH,
19/09/2015,Наличные,Gum,-10,UAH,-10,UAH,
19/09/2015,Наличные,Еда,-8,UAH,-8,UAH,
20/09/2015,Наличные,Кафе,-200,UAH,-200,UAH,
23/09/2015,ПриватБанк,Образование,-1 850,UAH,-1 850,UAH,
24/09/2015,Наличные,Подарки,-45,UAH,-45,UAH,
25/09/2015,Наличные,Gum,-10,UAH,-10,UAH,
27/09/2015,Гривна,To 'Наличные',-500,UAH,-500,UAH,
27/09/2015,Наличные,From 'Гривна',500,UAH,500,UAH,
27/09/2015,Гривна,Другое,-1 000,UAH,-1 000,UAH,
27/09/2015,Гривна,Бонус,1 000,UAH,1 000,UAH,
28/09/2015,ПриватБанк,Другое,-2 250,UAH,-2 250,UAH,
28/09/2015,Наличные,Gum,-10,UAH,-10,UAH,
30/09/2015,Наличные,Кафе,-30,UAH,-30,UAH,
30/09/2015,Наличные,Подарки,-200,UAH,-200,UAH,
30/09/2015,ПриватБанк,Связь,-46,UAH,-46,UAH,
30/09/2015,ПриватБанк,Связь,-51,UAH,-51,UAH,
30/09/2015,Наличные,Другое,-44,UAH,-44,UAH,
01/10/2015,Наличные,Gum,-11,UAH,-11,UAH,
01/10/2015,ПриватБанк,e-buy,-23,UAH,-23,UAH,
01/10/2015,Наличные,Ремонт,-28,UAH,-28,UAH,
01/10/2015,Гривна,Зарплата,1 600,UAH,1 600,UAH,
01/10/2015,Наличные,Зарплата,50,UAH,50,UAH,
01/10/2015,Наличные,Еда,-32,UAH,-32,UAH,
02/10/2015,Наличные,Другое,-50,UAH,-50,UAH,
02/10/2015,Наличные,Подарки,-100,UAH,-100,UAH,
02/10/2015,Наличные,Еда,-48,UAH,-48,UAH,
03/10/2015,Гривна,To 'Наличные',-2 500,UAH,-2 500,UAH,
03/10/2015,Наличные,From 'Гривна',2 500,UAH,2 500,UAH,
03/10/2015,Наличные,Топливо,-480,UAH,-480,UAH,
03/10/2015,Наличные,Машина,-1 400,UAH,-1 400,UAH,
03/10/2015,Наличные,Химия,-20,UAH,-20,UAH,
03/10/2015,Наличные,Еда,-510,UAH,-510,UAH,
04/10/2015,Наличные,Еда,-16,UAH,-16,UAH,
04/10/2015,Гривна,To 'Наличные',-500,UAH,-500,UAH,
04/10/2015,Наличные,From 'Гривна',500,UAH,500,UAH,
05/10/2015,Наличные,Gum,-11,UAH,-11,UAH,
06/10/2015,Наличные,Еда,-50,UAH,-50,UAH,
06/10/2015,Наличные,Образование,-950,UAH,-950,UAH,
06/10/2015,Гривна,To 'Наличные',-700,UAH,-700,UAH,
06/10/2015,Наличные,From 'Гривна',700,UAH,700,UAH,
06/10/2015,Гривна,Зарплата,6 700,UAH,6 700,UAH,
07/10/2015,Гривна,To 'Наличные',-5 000,UAH,-5 000,UAH,
07/10/2015,Наличные,From 'Гривна',5 000,UAH,5 000,UAH,
10/10/2015,Наличные,Машина,-4 878,UAH,-4 878,UAH,
11/10/2015,Гривна,To 'Наличные',-800,UAH,-800,UAH,
11/10/2015,Наличные,From 'Гривна',800,UAH,800,UAH,
11/10/2015,Наличные,Подарки,-220,UAH,-220,UAH,
11/10/2015,Наличные,Подарки,-500,UAH,-500,UAH,
14/10/2015,ПриватБанк,Кафе,-112,UAH,-112,UAH,
15/10/2015,ПриватБанк,Другое,-50,UAH,-50,UAH,
15/10/2015,Наличные,Жилье,-405,UAH,-405,UAH,
15/10/2015,Наличные,Еда,-27,UAH,-27,UAH,
15/10/2015,Гривна,Зарплата,6 400,UAH,6 400,UAH,
15/10/2015,Гривна,To 'Наличные',-600,UAH,-600,UAH,
15/10/2015,Наличные,From 'Гривна',600,UAH,600,UAH,
15/10/2015,ПриватБанк,Бонус,1 850,UAH,1 850,UAH,
15/10/2015,Наличные,Кафе,-164,UAH,-164,UAH,
16/10/2015,ПриватБанк,Связь,-102,UAH,-102,UAH,
16/10/2015,Наличные,Кафе,-250,UAH,-250,UAH,
16/10/2015,ПриватБанк,Связь,-102,UAH,-102,UAH,
16/10/2015,Наличные,Подарки,-75,UAH,-75,UAH,
16/10/2015,Наличные,Еда,-23,UAH,-23,UAH,
17/10/2015,Наличные,"Кино, театр, музей",-160,UAH,-160,UAH,
17/10/2015,Гривна,Машина,-2 800,UAH,-2 800,UAH,
17/10/2015,Гривна,To 'Наличные',-200,UAH,-200,UAH,
17/10/2015,Наличные,From 'Гривна',200,UAH,200,UAH,
17/10/2015,Гривна,To 'Наличные',-400,UAH,-400,UAH,
17/10/2015,Наличные,From 'Гривна',400,UAH,400,UAH,
18/10/2015,Наличные,Другое,-11,UAH,-11,UAH,
18/10/2015,ПриватБанк,e-buy,-17,UAH,-17,UAH,
20/10/2015,Гривна,To 'Наличные',-500,UAH,-500,UAH,
20/10/2015,Наличные,From 'Гривна',500,UAH,500,UAH,
20/10/2015,Наличные,Еда,-28,UAH,-28,UAH,
20/10/2015,Наличные,Топливо,-560,UAH,-560,UAH,
22/10/2015,Наличные,Здоровье,-57,UAH,-57,UAH,
22/10/2015,Наличные,Питомцы,-160,UAH,-160,UAH,
22/10/2015,Наличные,Химия,-380,UAH,-380,UAH,
22/10/2015,Наличные,Другое,-3,UAH,-3,UAH,
22/10/2015,Наличные,Другое,-40,UAH,-40,UAH,
22/10/2015,Гривна,Жилье,-2 500,UAH,-2 500,UAH,
22/10/2015,Гривна,To 'Наличные',-1 000,UAH,-1 000,UAH,
22/10/2015,Наличные,From 'Гривна',1 000,UAH,1 000,UAH,
23/10/2015,Наличные,Gum,-10,UAH,-10,UAH,
23/10/2015,Наличные,Кафе,-60,UAH,-60,UAH,
23/10/2015,Наличные,Кафе,-150,UAH,-150,UAH,
24/10/2015,Наличные,Другое,-13,UAH,-13,UAH,
24/10/2015,Наличные,Другое,-437,UAH,-437,UAH,
24/10/2015,Гривна,To 'Наличные',-400,UAH,-400,UAH,
24/10/2015,Наличные,From 'Гривна',400,UAH,400,UAH,
24/10/2015,Наличные,Кафе,-200,UAH,-200,UAH,
24/10/2015,Гривна,Зарплата,4 700,UAH,4 700,UAH,
24/10/2015,Гривна,To 'Наличные',-100,UAH,-100,UAH,
24/10/2015,Наличные,From 'Гривна',100,UAH,100,UAH,
26/10/2015,Наличные,Транспорт,-150,UAH,-150,UAH,
28/10/2015,Наличные,Бонус,150,UAH,150,UAH,
28/10/2015,ПриватБанк,Еда,-626,UAH,-626,UAH,
30/10/2015,ПриватБанк,Связь,-51,UAH,-51,UAH,
30/10/2015,ПриватБанк,To 'Наличные',-210,UAH,-210,UAH,
30/10/2015,Наличные,From 'ПриватБанк',210,UAH,210,UAH,
30/10/2015,Наличные,Подарки,-150,UAH,-150,UAH,
30/10/2015,Наличные,Машина,-260,UAH,-260,UAH,
30/10/2015,Наличные,Другое,-20,UAH,-20,UAH,
30/10/2015,Гривна,Зарплата,1 900,UAH,1 900,UAH,
30/10/2015,Гривна,To 'Наличные',-200,UAH,-200,UAH,
30/10/2015,Наличные,From 'Гривна',200,UAH,200,UAH,
30/10/2015,Гривна,To 'Отдых',-2 000,UAH,-2 000,UAH,
30/10/2015,Отдых,From 'Гривна',2 000,UAH,2 000,UAH,
31/10/2015,Наличные,Бонус,30,UAH,30,UAH,
31/10/2015,Гривна,Одежда,-550,UAH,-550,UAH,
31/10/2015,Гривна,Одежда,-2 900,UAH,-2 900,UAH,
31/10/2015,ПриватБанк,Интернет,-130,UAH,-130,UAH,
31/10/2015,Гривна,Одежда,-1 300,UAH,-1 300,UAH,
02/11/2015,ПриватБанк,Интернет,-100,UAH,-100,UAH,
02/11/2015,Наличные,Еда,-16,UAH,-16,UAH,
03/11/2015,ПриватБанк,Связь,-51,UAH,-51,UAH,
03/11/2015,Гривна,Образование,-950,UAH,-950,UAH,
03/11/2015,Наличные,Еда,-25,UAH,-25,UAH,
04/11/2015,Наличные,Еда,-16,UAH,-16,UAH,
04/11/2015,Наличные,Бонус,100,UAH,100,UAH,
04/11/2015,Наличные,Транспорт,-3,UAH,-3,UAH,
04/11/2015,Наличные,Подарки,-40,UAH,-40,UAH,
05/11/2015,Наличные,Кафе,-200,UAH,-200,UAH,
05/11/2015,Гривна,Зарплата,5 000,UAH,5 000,UAH,
06/11/2015,Наличные,Бонус,150,UAH,150,UAH,
06/11/2015,Наличные,Gum,-23,UAH,-23,UAH,
07/11/2015,Наличные,Подарки,-400,UAH,-400,UAH,
07/11/2015,Наличные,Кафе,-150,UAH,-150,UAH,
08/11/2015,Наличные,Кафе,-25,UAH,-25,UAH,
09/11/2015,Гривна,To 'Наличные',-500,UAH,-500,UAH,
09/11/2015,Наличные,From 'Гривна',500,UAH,500,UAH,
11/11/2015,Наличные,Кафе,-11,UAH,-11,UAH,
11/11/2015,ПриватБанк,Электроника,-3 000,UAH,-3 000,UAH,
11/11/2015,ПриватБанк,Электроника,-1 340,UAH,-1 340,UAH,
11/11/2015,ПриватБанк,Зарплата,4 800,UAH,4 800,UAH,
12/11/2015,Наличные,Другое,-35,UAH,-35,UAH,
12/11/2015,Наличные,Транспорт,-4,UAH,-4,UAH,
12/11/2015,Наличные,Подарки,-100,UAH,-100,UAH,
12/11/2015,Гривна,To 'Наличные',-700,UAH,-700,UAH,
12/11/2015,Наличные,From 'Гривна',700,UAH,700,UAH,
13/11/2015,Наличные,Еда,-88,UAH,-88,UAH,
14/11/2015,Гривна,To 'Наличные',-1 000,UAH,-1 000,UAH,
14/11/2015,Наличные,From 'Гривна',1 000,UAH,1 000,UAH,
15/11/2015,Наличные,Подарки,-650,UAH,-650,UAH,
15/11/2015,Наличные,Жилье,-25,UAH,-25,UAH,
15/11/2015,Наличные,Другое,-57,UAH,-57,UAH,
15/11/2015,Гривна,Жилье,-2 500,UAH,-2 500,UAH,
15/11/2015,Гривна,To 'Наличные',-300,UAH,-300,UAH,
15/11/2015,Наличные,From 'Гривна',300,UAH,300,UAH,
17/11/2015,Наличные,Gum,-21,UAH,-21,UAH,
17/11/2015,Наличные,Жилье,-662,UAH,-662,UAH,
17/11/2015,Наличные,Еда,-15,UAH,-15,UAH,
18/11/2015,Гривна,Зарплата,4 900,UAH,4 900,UAH,
18/11/2015,Наличные,Еда,-16,UAH,-16,UAH,
19/11/2015,ПриватБанк,Связь,-102,UAH,-102,UAH,
19/11/2015,ПриватБанк,To 'Наличные',-600,UAH,-600,UAH,
19/11/2015,Наличные,From 'ПриватБанк',600,UAH,600,UAH,
19/11/2015,ПриватБанк,To 'Наличные',-200,UAH,-200,UAH,
19/11/2015,Наличные,From 'ПриватБанк',200,UAH,200,UAH,
19/11/2015,Наличные,Еда,-32,UAH,-32,UAH,
20/11/2015,Наличные,Кафе,-40,UAH,-40,UAH,
21/11/2015,Наличные,Бонус,100,UAH,100,UAH,
21/11/2015,Наличные,Отдых,-230,UAH,-230,UAH,
21/11/2015,Наличные,Кафе,-300,UAH,-300,UAH,
22/11/2015,Наличные,Кафе,-51,UAH,-51,UAH,
22/11/2015,Наличные,Кафе,-57,UAH,-57,UAH,
22/11/2015,Наличные,Кафе,-180,UAH,-180,UAH,
23/11/2015,Наличные,Кафе,-60,UAH,-60,UAH,
23/11/2015,Отдых,To 'Наличные',-800,UAH,-800,UAH,
23/11/2015,Наличные,From 'Отдых',800,UAH,800,UAH,
23/11/2015,Наличные,Отдых,-447,UAH,-447,UAH,
23/11/2015,Наличные,Кафе,-370,UAH,-370,UAH,
24/11/2015,Наличные,Еда,-65,UAH,-65,UAH,
24/11/2015,Наличные,Кафе,-240,UAH,-240,UAH,
25/11/2015,Наличные,Кафе,-230,UAH,-230,UAH,
25/11/2015,Наличные,Еда,-59,UAH,-59,UAH,
26/11/2015,Наличные,Кафе,-250,UAH,-250,UAH,
26/11/2015,Наличные,Отдых,-20,UAH,-20,UAH,
27/11/2015,Отдых,To 'Наличные',-500,UAH,-500,UAH,
27/11/2015,Наличные,From 'Отдых',500,UAH,500,UAH,
27/11/2015,Гривна,To 'Наличные',-200,UAH,-200,UAH,
27/11/2015,Наличные,From 'Гривна',200,UAH,200,UAH,
27/11/2015,Наличные,Топливо,-411,UAH,-411,UAH,
27/11/2015,Наличные,Топливо,-411,UAH,-411,UAH,
27/11/2015,Отдых,Отдых,-500,UAH,-500,UAH,
27/11/2015,Гривна,To 'Наличные',-500,UAH,-500,UAH,
27/11/2015,Наличные,From 'Гривна',500,UAH,500,UAH,
27/11/2015,Наличные,Кафе,-120,UAH,-120,UAH,
28/11/2015,Гривна,To 'Наличные',-400,UAH,-400,UAH,
28/11/2015,Наличные,From 'Гривна',400,UAH,400,UAH,
28/11/2015,ПриватБанк,Еда,-400,UAH,-400,UAH,
29/11/2015,ПриватБанк,Связь,-50,UAH,-50,UAH,
01/12/2015,ПриватБанк,Связь,-51,UAH,-51,UAH,
01/12/2015,Наличные,Кафе,-200,UAH,-200,UAH,
01/12/2015,Наличные,Здоровье,-100,UAH,-100,UAH,
01/12/2015,Наличные,Бонус,50,UAH,50,UAH,
01/12/2015,Наличные,Зарплата,2 900,UAH,2 900,UAH,
03/12/2015,Наличные,Электроника,-2 600,UAH,-2 600,UAH,
04/12/2015,Наличные,Еда,-70,UAH,-70,UAH,
07/12/2015,Наличные,Машина,-160,UAH,-160,UAH,
08/12/2015,Гривна,To 'Наличные',-50,UAH,-50,UAH,
08/12/2015,Наличные,From 'Гривна',50,UAH,50,UAH,
08/12/2015,Гривна,Образование,-950,UAH,-950,UAH,
09/12/2015,Гривна,To 'Наличные',-300,UAH,-300,UAH,
09/12/2015,Наличные,From 'Гривна',300,UAH,300,UAH,
10/12/2015,Наличные,Подарки,-150,UAH,-150,UAH,
11/12/2015,ПриватБанк,Бонус,2 896,UAH,2 896,UAH,
11/12/2015,Наличные,АТО,-200,UAH,-200,UAH,
12/12/2015,ПриватБанк,Электроника,-940,UAH,-940,UAH,
12/12/2015,ПриватБанк,Еда,-540,UAH,-540,UAH,
12/12/2015,Наличные,Другое,-16,UAH,-16,UAH,
12/12/2015,Гривна,To 'Наличные',-1 300,UAH,-1 300,UAH,
12/12/2015,Наличные,From 'Гривна',1 300,UAH,1 300,UAH,
14/12/2015,Наличные,Подарки,-90,UAH,-90,UAH,
14/12/2015,Наличные,Еда,-57,UAH,-57,UAH,
14/12/2015,Гривна,Зарплата,15 000,UAH,15 000,UAH,
14/12/2015,Гривна,To 'Отдых',-2 000,UAH,-2 000,UAH,
14/12/2015,Отдых,From 'Гривна',2 000,UAH,2 000,UAH,
15/12/2015,ПриватБанк,Жилье,-644,UAH,-644,UAH,
16/12/2015,Наличные,Еда,-69,UAH,-69,UAH,
16/12/2015,Наличные,Еда,-25,UAH,-25,UAH,
16/12/2015,ПриватБанк,Бонус,1 000,UAH,1 000,UAH,
18/12/2015,Наличные,Кафе,-200,UAH,-200,UAH,
19/12/2015,Наличные,Бонус,200,UAH,200,UAH,
19/12/2015,Наличные,Еда,-200,UAH,-200,UAH,
19/12/2015,Гривна,Жилье,-2 500,UAH,-2 500,UAH,
22/12/2015,Наличные,Подарки,-483,UAH,-483,UAH,
22/12/2015,ПриватБанк,Другое,-2 530,UAH,-2 530,UAH,
22/12/2015,Гривна,To 'ПриватБанк',-2 500,UAH,-2 500,UAH,
22/12/2015,ПриватБанк,From 'Гривна',2 500,UAH,2 500,UAH,
23/12/2015,Гривна,Посуда,-1 500,UAH,-1 500,UAH,Фильтр
23/12/2015,ПриватБанк,e-buy,-101,UAH,-101,UAH,
23/12/2015,Наличные,Подарки,-100,UAH,-100,UAH,
23/12/2015,Наличные,Еда,-80,UAH,-80,UAH,
23/12/2015,Гривна,To 'Наличные',-1 000,UAH,-1 000,UAH,
23/12/2015,Наличные,From 'Гривна',1 000,UAH,1 000,UAH,
25/12/2015,Наличные,Образование,-160,UAH,-160,UAH,
25/12/2015,Гривна,To 'Наличные',-500,UAH,-500,UAH,
25/12/2015,Наличные,From 'Гривна',500,UAH,500,UAH,
25/12/2015,Наличные,Посуда,-1 100,UAH,-1 100,UAH,
25/12/2015,Наличные,"Кино, театр, музей",-88,UAH,-88,UAH,
26/12/2015,Гривна,To 'Наличные',-600,UAH,-600,UAH,
26/12/2015,Наличные,From 'Гривна',600,UAH,600,UAH,
26/12/2015,Наличные,Одежда,-900,UAH,-900,UAH,
26/12/2015,ПриватБанк,Посуда,-950,UAH,-950,UAH,
26/12/2015,Гривна,To 'Наличные',-1 000,UAH,-1 000,UAH,
26/12/2015,Наличные,From 'Гривна',1 000,UAH,1 000,UAH,
28/12/2015,ПриватБанк,Связь,-51,UAH,-51,UAH,
29/12/2015,ПриватБанк,Зарплата,15 000,UAH,15 000,UAH,
29/12/2015,Наличные,Зарплата,2 090,UAH,2 090,UAH,
29/12/2015,Наличные,Кафе,-20,UAH,-20,UAH,
30/12/2015,Наличные,Здоровье,-3,UAH,-3,UAH,
31/12/2015,Наличные,Другое,-310,UAH,-310,UAH,
31/12/2015,Отдых,Сбережения,2 000,UAH,2 000,UAH,
02/01/2016,Наличные,Еда,-500,UAH,-500,UAH,
04/01/2016,ПриватБанк,Связь,-51,UAH,-51,UAH,
04/01/2016,ПриватБанк,Интернет,-200,UAH,-200,UAH,
04/01/2016,Наличные,Еда,-297,UAH,-297,UAH,
04/01/2016,Наличные,Химия,-430,UAH,-430,UAH,
04/01/2016,ПриватБанк,Электроника,-8 000,UAH,-8 000,UAH,
04/01/2016,ПриватБанк,Посуда,-1 004,UAH,-1 004,UAH,
06/01/2016,ПриватБанк,Связь,-32,UAH,-32,UAH,
11/01/2016,Наличные,Еда,-86,UAH,-86,UAH,
12/01/2016,Наличные,Другое,-40,UAH,-40,UAH,
12/01/2016,Наличные,Образование,-950,UAH,-950,UAH,
12/01/2016,Наличные,Транспорт,-175,UAH,-175,UAH,
13/01/2016,ПриватБанк,Еда,-670,UAH,-670,UAH,
13/01/2016,Наличные,Бонус,142,UAH,142,UAH,
13/01/2016,Гривна,Жилье,-2 500,UAH,-2 500,UAH,
13/01/2016,Гривна,To 'Наличные',-1 100,UAH,-1 100,UAH,
13/01/2016,Наличные,From 'Гривна',1 100,UAH,1 100,UAH,
14/01/2016,Наличные,Жилье,-902,UAH,-902,UAH,
14/01/2016,Наличные,Кафе,-200,UAH,-200,UAH,
14/01/2016,Наличные,Еда,-36,UAH,-36,UAH,
14/01/2016,Наличные,Транспорт,-4,UAH,-4,UAH,
14/01/2016,Наличные,Другое,-5,UAH,-5,UAH,
15/01/2016,Наличные,Здоровье,-50,UAH,-50,UAH,
15/01/2016,Гривна,Зарплата,5 200,UAH,5 200,UAH,
15/01/2016,Наличные,Бонус,2,UAH,2,UAH,
16/01/2016,Гривна,Одежда,-1 300,UAH,-1 300,UAH,
16/01/2016,Гривна,Мебель,-950,UAH,-950,UAH,
16/01/2016,Наличные,Еда,-80,UAH,-80,UAH,
16/01/2016,Наличные,Топливо,-480,UAH,-480,UAH,
18/01/2016,Наличные,Еда,-20,UAH,-20,UAH,
19/01/2016,ПриватБанк,Бонус,260,UAH,260,UAH,
20/01/2016,Наличные,Еда,-50,UAH,-50,UAH,
20/01/2016,Наличные,Gum,-22,UAH,-22,UAH,
20/01/2016,Наличные,Еда,-20,UAH,-20,UAH,
21/01/2016,Гривна,Зарплата,20 000,UAH,20 000,UAH,
21/01/2016,Гривна,To 'Наличные',-1 050,UAH,-1 050,UAH,
21/01/2016,Наличные,From 'Гривна',1 050,UAH,1 050,UAH,
21/01/2016,Наличные,Жилье,-45,UAH,-45,UAH,
24/01/2016,Наличные,Подарки,-210,UAH,-210,UAH,
24/01/2016,ПриватБанк,Связь,-82,UAH,-82,UAH,
24/01/2016,Гривна,Подарки,-1 000,UAH,-1 000,UAH,
24/01/2016,Гривна,Развлечения,-4 000,UAH,-4 000,UAH,
25/01/2016,ПриватБанк,Связь,-51,UAH,-51,UAH,
25/01/2016,ПриватБанк,Еда,-455,UAH,-455,UAH,
26/01/2016,Наличные,Еда,-21,UAH,-21,UAH,
26/01/2016,Наличные,Еда,-28,UAH,-28,UAH,
27/01/2016,ПриватБанк,Топливо,-578,UAH,-578,UAH,
29/01/2016,Наличные,Другое,-168,UAH,-168,UAH,
30/01/2016,Наличные,Стрижка,-70,UAH,-70,UAH,
30/01/2016,ПриватБанк,Еда,-442,UAH,-442,UAH,
30/01/2016,Наличные,Бонус,200,UAH,200,UAH,
30/01/2016,Гривна,Развлечения,-5 000,UAH,-5 000,UAH,
30/01/2016,Наличные,Отдых,-200,UAH,-200,UAH,
31/01/2016,Гривна,Бонус,6 500,UAH,6 500,UAH,
